Rank,Team,Player,Fantsy Position,ADP,Bye,Age,1yr. Proj,3yr. Proj,5yr. Proj,10yr. Proj,DS Analysis,3D Value +
521,LAC,Kimani Vidal,RB,18.03,12,24.6,64.30,236.00,336.00,429.00,"Vidal is short but stout at 5’8, 215 pounds. He posted eye-popping production at Troy that includes 2,793 rushing yards and 24 TDs over his final two seasons. After a quiet 2024, injuries to Najee Harris and Omarion Hampton opened the door for Vidal to post five games of 100+ yards. He'll slide back to a reserve role in '26.",-6.60
522,DEN,Ja'Quan McMillian,DB,N/A,12,25.8,62,146,224,379,"",-6.6
523,WAS,Daron Payne,DL,N/A,12,28.8,50,89,132,183,"",-6.6
524,DEN,Jonah Elliss,DL,N/A,12,22.9,32,82,139,266,"",-6.6
525,SF,Mykel Williams,DL,N/A,14,21.8,30,80,136,272,"",-6.6
526,DAL,Jaydon Blue,RB,21.02,10,22.2,61.70,202.00,325.00,583.00,"Blue was expected to be the next big Texas RB after Sophomore CJ Baxter went down with an injury. However, struggles with his vision early in 2024 led to a pass-catching role for the former four-star recruit. Blue ran a 4.38 at the NFL Combine despite nursing a torn muscle in his groin. His 4.25 Pro Day time may be more accurate to his actual speed. As the first RB drafted by the Cowboys, Blue carried some appeal entering the '25 season. But he barely saw the field and watched as Javonte Williams rebounded in a major way. Dallas then re-signed Williams to a three-year contract, putting a lid on Blue's dynasty value. ",-6.70
527,CIN,Daxton Hill,DB,N/A,10,25.5,89,135,214,360,"",-6.7
528,PIT,Darnell Washington,TE,24.11,5,24.6,86.90,193.00,313.00,561.00,"Despite playing with Pat Freiermuth and Jonnu Smith, Washington emerged as a versatile weapon with his size and after-catch ability. Washington later broke his arm and ended up on IR, but he'll return in 2026 and could earn more work for new HC Mike McCarthy.",-6.80
529,CHI,Dayo Odeyingbo,DL,N/A,5,26.5,44,87,135,193,"",-6.8
530,TB,Zyon McCollum,DB,N/A,9,26.8,85,138,214,354,"",-6.9
531,NYJ,Geno Smith,QB,16.05,9,35.4,209.30,453.00,697.00,895.00,"Smith was a major fantasy flop in 2025, posting only two top-12 fantasy finishes. At 35, his days as an NFL starter are nearing an end. But he'll at least have a shot at starting games in 2026 after the Jets acquired him in a trade from Vegas.",-7.00
532,RK,Drew Allar,QB,369.07,18,22,164.70,388.00,662.00,1337.00,"Allar was a potential top-100 pick in the 2025 NFL Draft but opted to go back to school. That led to only 8 TDs and 3 INTs in 6 games before Allar broke his ankle. He has some interesting traits, including a bit of rushing upside. But, Allar has never pulled together a full college season and may be overdrafted based on his physical tools.",-7.00
533,CHI,Cole Kmet,TE,24.01,5,27,56.30,219.00,330.00,536.00,"Kmet started strong in 2025, but he fell behind rookie Colston Loveland by the end of the season. Even with D.J. Moore in Buffalo, Kmet's targets figure to remain limited going forward.",-7.00
534,LVR,Jalen Nailor,WR,19.10,8,27.1,102.30,287.00,451.00,780.00,"Nailor continued flashing in 2025 especially in the red zone. He could be a starter for the Raiders with their lack of WR depth",-7.10
535,PIT,Joey Porter Jr.,DB,N/A,5,25.7,72,137,215,362,"",-7.1
536,UNS,Jonnu Smith,TE,282.01,18,30.6,68.70,219.00,328.00,476.00,"Smith endured a disappointing season after being traded to the Steelers. He ended as TE45 in PPR points per game and was more effective running the ball than catching. He hits free agency ahead of his age-31 season.",-7.20
537,NYJ,Brandon Stephens,DB,N/A,9,28.3,79,137,216,337,"",-7.2
538,SF,Deommodore Lenoir,DB,N/A,14,26.4,69,139,215,363,"",-7.3
539,TB,Vita Vea,DL,N/A,9,31.1,52,89,118,166,"",-7.3
540,KC,Chris Jones,DL,N/A,10,31.7,52,86,112,166,"",-7.3
541,TEN,John Franklin-Myers,DL,N/A,10,29.5,52,89,116,167,"",-7.3
542,WAS,Javon Kinlaw,DL,N/A,12,28.4,33,87,133,192,"",-7.3
543,NYJ,Harrison Phillips,DL,N/A,9,30.2,49,87,121,170,"",-7.4
544,RK,Taylen Green,QB,368.08,18,23.4,8.80,439.00,745.00,1473.00,"Green spent two years at Boise State before transferring to Arkansas. He has a strong arm, but Green's advantage is in his rushing ability. Over the past two years, he has rushed for a combined 1,379 yards and 16 TDs. Standing at 6'6 and 235 pounds, Green is an athletic freak who could become a fantasy starter if he gets the opportunity to play for a team.",-7.50
545,TB,Anthony Nelson,DL,N/A,9,29,37,90,121,169,"",-7.5
546,ARI,Jordan Burch,DL,N/A,8,24.4,28,79,131,232,"",-7.5
547,NE,Craig Woodson,DB,N/A,14,25.1,63,134,215,371,"",-7.6
548,BUF,Joshua Palmer,WR,96.03,7,26.5,72.40,288.00,458.00,822.00,"Palmer signed a sizable deal with the Bills, but he only went 22-303-0 in 2025. Palmer's role is unlikely to grow in the future as the Bills should add more WRs in the offseason.",-7.70
549,DEN,Patrick Surtain II,DB,N/A,12,25.9,71,134,210,353,"",-7.7
550,IND,Grover Stewart,DL,N/A,11,32.4,52,82,107,159,"",-7.7
551,DET,D.J. Reed,DB,N/A,8,29.3,88,133,206,306,"",-7.8
552,LAR,Jarquez Hunter,RB,25.10,8,23.3,26.90,204.00,325.00,576.00,"Hunter made a name for himself dominating Alabama as a sophomore, but saved his best season for his senior year in '24. With 1,201 yards rushing and another 155 through the air, he is an intriguing two-way player with a strong lower body to work in traffic. However, he didn't see the field in 2025, as Kyren Williams and Blake Corum handled almost all of the backfield work. That duo remains under contract for 2026.",-7.90
553,CLE,Maliek Collins,DL,N/A,9,30.9,47,83,110,155,"",-7.9
554,SF,Jordan James,RB,21.12,14,22,53.00,198.00,312.00,532.00,"James is a young and explosive runner who is an ideal zone scheme fit. He posted 1,267 rushing yards in his final Oregon season in a split backfield and then went in Round 5 of the 2025 draft. He didn't see a single touch as a rookie, though. There's only an outside chance he's San Francisco's RB2 in 2026.",-8.00
555,NO,Justin Reid,DB,N/A,11,29.1,93,133,202,300,"",-8
556,JAC,LeQuint Allen,RB,23.03,8,21.6,60.40,200.00,311.00,524.00,"Allen had his background looked into deeply by the NFL after having an assault charge dismissed and expunged from his record. With that aside, he exited college with two straight 1,000-yard rushing seasons and 102 receptions over that period. His multi-faceted skill set makes him a dynasty sleeper, even after a quiet rookie season.",-8.10
557,SEA,Cooper Kupp,WR,24.12,8,32.8,98.10,303.00,439.00,703.00,"Kupp is nearing the end of his career as he approaches his age-33 season. He took a backseat to JSN going 47-593-2 in 2025. Kupp may have a year or two left, but he won't be startable in fantasy.",-8.20
558,SF,Renardo Green,DB,N/A,14,25.3,81,128,200,342,"",-8.2
559,SEA,Leonard Williams,DL,N/A,8,31.8,74,68,89,132,"",-8.2
560,NYJ,Jarvis Brownlee Jr.,DB,N/A,9,24.7,63,134,209,360,"",-8.2
561,ARI,Baron Browning,DL,N/A,8,27.1,31,80,125,179,"",-8.2
562,PIT,Jack Sawyer,DL,N/A,5,23.8,30,70,117,210,"",-8.2
563,CIN,B.J. Hill,DL,N/A,10,30.9,50,81,107,151,"",-8.3
564,IND,Ahmad Gardner,DB,N/A,11,24.6,69,129,203,351,"",-8.4
565,CAR,Jaycee Horn,DB,N/A,14,26.3,68,133,208,351,"",-8.4
566,BUF,T.J. Sanders,DL,N/A,7,22.7,27,71,121,224,"",-8.4
567,WAS,Jaylin Lane,WR,410.10,12,23.9,55.60,273.00,463.00,873.00,"Lane mostly played on special teams for the Commanders, but his speed was utilized on offense at times. He has some upside if he develops, but Lane likely sits toward the end of the depth chart.",-8.50
568,LVR,Adam Butler,DL,N/A,8,31.9,51,78,101,150,"",-8.5
569,MIA,Greg Dulcich,TE,69.12,12,26,63.60,188.00,296.00,514.00,"After a bit of a 2025 revival (26-335-1 in nine games), Dulcich signed a fresh one-year deal in Miami. The Fins figure to roll out a low-volume passing game, but Dulcich could be a starting TE, depending on their other offseason additions.",-8.60
570,PHI,Quinyon Mitchell,DB,N/A,9,24.7,65,131,204,348,"",-8.6
571,RK,Keyshaun Elliott,LB,N/A,18,22.3,37,112,190,367,"",-8.6
572,DET,D.J. Wonnum,DL,N/A,8,28.4,30,80,115,161,"",-8.6
573,SF,Christian Kirk,WR,23.01,14,29.3,76.10,304.00,460.00,689.00,"Kirk started the season as the slot WR for the Texans, but a hamstring ended his 2025 season. He will be a free agent this offseason and could sign somewhere that gives him a role. But Kirk's best days are behind him.",-8.90
574,KC,Jalen Royals,WR,24.10,10,23.1,43.90,272.00,462.00,871.00,"Royals did very little in his rookie year even with Rashee Rice missing most of the season. He only caught two passes in 2025, but could develop into a bigger role in 2026 if other WRs move on from the Chiefs. He is worth hanging onto in case there is offseason buzz.",-9.10
575,GB,Savion Williams,WR,413.08,5,24.3,34.00,277.00,472.00,860.00,"Williams flashed a bit as a rookie, but he remained a unique weapon used in the screen game and trick plays. Williams will have trouble cracking a deep Packers' WR group, but he could find more playing time in 2026.",-9.20
576,ARI,Jacoby Brissett,QB,14.03,8,33.3,210.50,448.00,584.00,801.00,"Brissett isn't a long-term solution, but his play down the stretch in 2025 could get him a starting opportunity to open 2026. The veteran turned 33 in December. ",-9.30
577,NO,Noah Fant,TE,193.03,11,28.3,52.90,189.00,293.00,494.00,"In 2025, Fant flashed a bit but played behind Mike Gesicki when Gesicki was healthy. Then in March, he signed a two-year deal with New Orleans, where he'll compete for snaps alongside Juwan Johnson. ",-9.30
578,IND,Akeem Davis-Gaither,LB,N/A,11,28.5,75,109,166,251,"",-9.4
579,PHI,Will Shipley,RB,460.06,9,23.6,27.90,193.00,305.00,548.00,"In 2025, Shipley played a minor role behind Saquon Barkley, who didn't miss a game due to injury. Barkley and Tank Bigsby remain under contract for '26, limiting Shipley's dynasty appeal.",-9.50
580,PIT,Jamel Dean,DB,N/A,5,29.4,78,127,196,290,"",-9.5
581,LAR,Emmanuel Forbes,DB,N/A,8,25.2,68,127,197,339,"",-9.5
582,NYG,Jevon Holland,DB,N/A,14,26,68,127,200,331,"",-9.5
583,LAC,Charlie Kolar,TE,71.11,12,27.1,53.00,178.00,285.00,522.00,"Kolar was a productive, multi-year starter at Iowa State. But he played behind Isaiah Likely and Mark Andrews for four seasons in Baltimore, catching only 30 passes. He signed a three-year deal with the Chargers in free agency, one that includes $17 million in guaranteed money. Still, he figures to contribute heavily in the blocking game for OC Mike McDaniel.",-9.60
584,DAL,Kenny Clark,DL,N/A,10,30.4,36,70,98,137,"",-9.6
585,ATL,Ruke Orhorhoro,DL,N/A,5,24.4,18,67,111,196,"",-9.6
586,MIN,Isaiah Rodgers,DB,N/A,6,28.2,83,121,189,296,"",-9.7
587,LAC,Teair Tart,DL,N/A,12,29.1,32,68,100,140,"",-9.8
588,TEN,Cor'Dale Flott,DB,N/A,10,24.6,61,123,194,340,"",-10
589,RK,Josh Cameron,WR,364.01,18,23,68.90,258.00,438.00,826.00,"Cameron has had two straight years of 750+ receiving yards and 9+ TDs. The focal point of the Baylor offense, Cameron has good size and physicality down the field at 218 pounds. He's tough to bring down after the catch as well. Cameron is limited athletically, but he has been productive.",-10.10
590,ARI,Max Melton,DB,N/A,8,23.9,77,114,185,324,"",-10.1
591,IND,JT Tuimoloau,DL,N/A,11,22.8,24,58,99,189,"",-10.1
592,CHI,Kyler Gordon,DB,N/A,5,26.3,75,116,184,313,"",-10.2
593,CIN,Andrei Iosivas,WR,501.07,10,26.4,73.10,271.00,433.00,742.00,"Iosivas continues working as the No. 3 WR for the Bengals behind Ja'Marr Chase and Tee Higgins. He saw a boost when one of those players were out and can be useful in deeper leagues. Iosivas' athleticism should allow him to stick in the league for awhile.",-10.30
594,WAS,K'Lavon Chaisson,LB,N/A,12,26.7,41,115,179,256,"",-10.3
595,NO,Kendre Miller,RB,24.08,11,23.8,68.00,188.00,286.00,381.00,"Durability remained an issue here in 2025. Miller's now totaled only 127 carries through three seasons. 2026 turns up a contract year.",-10.60
596,TEN,Daniel Bellinger,TE,65.12,10,25.5,39.60,174.00,277.00,481.00,"Bellinger posted a quiet 19-286-2 line in 2025. But he signed a notable three-year deal worth $14 million guaranteed in March, reuniting him with his former HC, Brian Daboll. Bellinger will push second-year TE Gunnar Helm for playing time.",-10.70
597,NYG,Devin Singletary,RB,179.05,14,28.5,54.10,187.00,277.00,444.00,"In March of 2024, Singletary inked a three-year, $16.5 million deal with New York. But a poor offensive environment and the rise of Tyrone Tracy Jr. kept Singletary's fantasy production in check that season. The Giants added Cam Skattebo in the '25 draft, although his season-ending injury allowed Singletary to enter a timeshare with Tracy. With Skattebo coming back, Singletary won't be a lock for the 2026 roster.",-10.80
598,CHI,Cairo Santos,K,348.08,5,34.3,141,270,425,752,"",-10.8
599,PIT,Jaquan Brisker,DB,N/A,5,26.9,60,120,186,299,"",-11.1
600,CAR,Mitchell Evans,TE,414.02,14,23,42.70,156.00,267.00,496.00,"Evans had a few shining moments in 2025. However, the lack of a passing game for the Panthers and a TE room full of second-tier options doesn't give Evans much space to emerge.",-11.20
601,NO,Davon Godchaux,DL,N/A,11,31.3,35,59,78,109,"",-11.2
602,JAC,Davon Hamilton,DL,N/A,8,29.2,0,70,104,144,"",-11.2
603,LAR,Poona Ford,DL,N/A,8,30.3,0,71,99,139,"",-11.2
604,MIN,Tai Felton,WR,413.03,6,23,43.90,253.00,431.00,840.00,"Felton was mostly pegged as a special teams and developmental player for the Vikings. He didn't make much impact as a rookie, but should stick on the roster for the future and could have some upside.",-11.30
605,JAC,Arik Armstead,DL,N/A,8,32.3,34,57,73,109,"",-11.3
606,SF,Alfred Collins,DL,N/A,14,24.4,21,52,85,151,"",-11.4
607,CHI,Tyrique Stevenson,DB,N/A,5,25.8,53,118,182,308,"",-11.5
608,LVR,Taron Johnson,DB,N/A,8,29.7,76,117,174,247,"",-11.7
609,WAS,Jerome Ford,RB,71.06,12,26.5,77.70,178.00,259.00,367.00,"The Browns showed their cards on Ford after adding Quinshon Judkins and Dylan Sampson in the 2025 draft. He joined Washington on a one-year deal in March, but his roster spot isn't guaranteed. ",-11.80
610,GB,MarShawn Lloyd,RB,460.04,5,25.2,59.20,176.00,269.00,413.00,"Lloyd’s college career began at South Carolina with a 2020 ACL tear. A quiet two-year stretch followed – then a move to USC. In 2023, he handled a 1A role alongside fifth-year senior Austin Jones (116 carries to 85). Lloyd displayed plus vision, acceleration, and open-field elusiveness en route to 7.1 yards per carry. Injuries ruined his 2024 and 2025 seasons, but there's some deep sleeper appeal here if Lloyd can swat the injury bug.",-11.80
611,IND,Kenny Moore,DB,N/A,11,30.6,76,122,174,239,"",-11.8
612,SEA,DeMarcus Lawrence,DL,N/A,8,33.9,57,38,51,89,"",-11.8
613,CHI,Grady Jarrett,DL,N/A,5,32.9,39,50,62,93,"",-11.8
614,RK,Justin Joly,TE,363.09,18,22.7,57.80,147.00,250.00,464.00,"Joly has been a consistent producer, with three straight seasons over 480 yards receiving. He continued thriving after transferring up from UConn to NC State. Joly has in-line capabilities and is a solid blocker. He's also an ideal red zone threat when he boxes out.",-11.90
615,LAC,Elijah Molden,DB,N/A,12,27.2,65,115,177,285,"",-11.9
616,CIN,DJ Turner II,DB,N/A,10,25.3,65,112,174,300,"",-12.1
617,GB,Javon Hargrave,DL,N/A,5,33.1,39,46,58,87,"",-12.2
618,CAR,Trevor Etienne,RB,25.05,14,21.7,41.00,170.00,268.00,459.00,"Etienne showed pro potential at Florida, but he played behind a true freshman after transferring to Georgia. Like his brother Travis, Trevor has pass-catching ability that could eventually be utilized in the pros. However, he may be more of a third-down back than a starter. His rookie year turned up only 23 touches behind Rico Dowdle and Chuba Hubbard.",-12.30
619,IND,Charvarius Ward,DB,N/A,11,29.8,85,110,164,232,"",-12.3
620,PHI,Tariq Woolen,DB,N/A,9,26.9,68,110,170,281,"",-12.3
621,WAS,Trey Amos,DB,N/A,12,24,50,112,178,314,"",-12.3
622,SEA,Jarran Reed,DL,N/A,8,33.3,37,47,59,89,"",-12.3
623,IND,Anthony Richardson,QB,16.01,11,23.8,0.00,381.00,643.00,1207.00,"Richardson lost a camp competition to Daniel Jones in 2025. Then, when Jones suffered an Achilles tear, Richardson wasn't able to play due to a freak eye injury. He isn't a lock to remain on the roster in 2026.",-12.40
624,NE,Kevin Byard,DB,N/A,14,32.6,101,111,149,204,"",-12.4
625,UNS,Najee Harris,RB,22.04,18,28,87.90,169.00,248.00,316.00,"Harris missed almost all of the 2025 season with a torn Achilles. He hits free agency as a long-shot to find a lead-back role.",-12.60
626,PIT,Malik Harrison,LB,N/A,5,28,52,92,142,226,"",-12.6
627,BAL,Justice Hill,RB,186.05,7,28.3,76.50,165.00,260.00,349.00,"Lightly used on the ground in 2024, Hill still managed to set a career-high with 42 catches. Injuries limited Hill to only 18 carries and 21 catches in 2025. He remains a low-upside dynasty asset.",-12.70
628,LAC,Cam Hart,DB,N/A,12,25.3,51,111,175,302,"",-12.8
629,LAR,Tyler Higbee,TE,313.01,8,33.3,56.60,155.00,226.00,367.00,"Higbee signed a new two-year deal with the Rams in March. A crowded TE depth chart continues to make him an unlikely fantasy factor.",-12.90
630,ARI,Garrett Williams,DB,N/A,8,24.8,76,103,160,277,"",-12.9
631,RK,Taurean York,LB,N/A,18,20.8,28,85,147,296,"",-12.9
632,BUF,DeWayne Carter,DL,N/A,7,25.3,24,39,62,104,"",-12.9
633,RK,Oscar Delp,TE,367.09,18,22.6,55.90,138.00,235.00,436.00,"Delp is an H-Back who continues in the line of great Georgia TEs. He went 20-261-1 and was used as a lead blocker often throughout the season. That blocking may get him drafted higher than his production indicates, but Delp's soft hands could be enough to become a better pro than college player.",-13.00
